A|A1|44
S|AMEMA|039333333|0068883334|SX|038843334|0068840000|180|180|2947
S|SX|038843334|0068840000|DNB|038541667|0068811667|180|180|1815
S|DNB|038541667|0068811667|OKTAB|038181667|0068893334|180|166|2194
S|OKTAB|038181667|0068893334|PINAX|037250000|0069100000|166|0|5675

A|A104|4
S|MOSON|054668333|0031041389|KOMOG|055140833|0033066667|0|59|7539
S|KOMOG|055140833|0033066667|RUBAG|055342778|0033997222|59|60|3406
S|RUBAG|055342778|0033997222|GUBON|055402500|0034278611|60|61|1024
S|GUBON|055402500|0034278611|FK|055555278|0035021944|61|0|2689

A|A105|2
S|NELTI|054328333|0064275000|GITNA|052749722|0065421667|0|144|10316
S|GITNA|052749722|0065421667|ARK|050318056|0067021944|146|0|15764

A|A105|2
S|ARK|050318056|0067021944|GITNA|052749722|0065421667|0|329|15764
S|GITNA|052749722|0065421667|NELTI|054328333|0064275000|326|0|10316

A|A106|4
S|PABRI|045248611|0070710833|ALAKO|044332778|0073984167|0|104|14981
S|ALAKO|044332778|0073984167|BOBRO|044113333|0074707778|107|107|3378
S|BOBRO|044113333|0074707778|BEKRO|043813889|0075664445|108|108|4505
S|BEKRO|043813889|0075664445|USUGA|043600000|0076326111|108|0|3144

A|A106|4
S|USUGA|043600000|0076326111|BEKRO|043813889|0075664445|0|289|3144
S|BEKRO|043813889|0075664445|BOBRO|044113333|0074707778|288|288|4505
S|BOBRO|044113333|0074707778|ALAKO|044332778|0073984167|288|288|3378
S|ALAKO|044332778|0073984167|PABRI|045248611|0070710833|287|0|14981

A|A107|21
S|URASA|044146667|0056000000|TARAM|043843334|0056701667|0|114|3533
S|TARAM|043843334|0056701667|IPNAR|042743333|0059096667|115|115|12367
S|IPNAR|042743333|0059096667|NAKUK|042488333|0059623333|117|117|2784
S|NAKUK|042488333|0059623333|DIDIR|042041667|0060136667|118|134|3518
S|DIDIR|042041667|0060136667|URG|041578333|0060656667|134|134|3624
S|URG|041578333|0060656667|IVLUS|041190000|0061523333|135|115|4544
S|IVLUS|041190000|0061523333|LURIB|040698333|0062586667|116|116|5650
S|LURIB|040698333|0062586667|KEMAB|040188333|0063648333|117|117|5733
S|KEMAB|040188333|0063648333|BUPOR|039775000|0064483333|118|118|4570
S|BUPOR|039775000|0064483333|TUDLI|039310000|0065195000|119|126|4316
S|TUDLI|039310000|0065195000|YU|039050000|0065585000|126|126|2392
