ABERI|87500000|32000000|UL
ABERO|52227778|23208889|EP
ABERU|50069194|12093719|ED
ABESA|54927222|77627500|UN
ABESI|46159722|9042778|LI
ABETI|47677714|17012842|LO
ABETO|40429722|-8056389|LP
ABETT|42234853|-75864167|K6
ABETU|66319378|-23160619|BI
ABEVA|46406389|6099444|LF
ABEVI|54707500|-2774722|EG
ABEVO|40833334|68578333|UA
ABEWY|43241256|-89129597|K5
ABEXA|51604722|20921667|EP
ABFNV|-21014086|26872350|FB
ABGA|-3075375|30403597|HB
ABGA|65860278|-17472222|BI
ABGAN|48958167|8917153|ED
ABGAR|69605556|58462500|UU
ABGAS|48593611|10391667|ED
ABGAX|1603097|30456678|FZ
ABGED|44538972|25745111|LR
ABGEG|51226389|16431667|EP
ABGEL|55770556|118118889|UI
ABGEN|40961667|68713333|UA
ABGER|58745556|52091944|US
ABGIL|62327222|67721667|US
ABGIR|57416945|154671945|UH
ABGIS|35446114|-3746653|GM
ABGOL|35917222|10501667|DT
ABGOR|63566667|7800081|EN
ABGOT|50984700|10634372|ED
ABGUN|68542681|11828664|EN
ABGUR|62171667|128828334|UE
ABGUS|51867059|11053431|ED
ABGUV|-5108886|16525267|FZ
ABGUX|-3034564|25174469|FZ
ABHKN|-5943334|150920000|AY
ABHL|68230758|14718764|EN
ABIBA|72000000|-57181111|BG
ABIBI|51107539|-481645|EG
ABIBO|53107500|17537778|EP
ABIDA|46066708|20729208|LR
ABIDE|678500|-69688000|SB
ABIDO|52478806|-5795583|EI
ABIDU|40988611|10370556|LI
ABIGA|60298889|90926111|UN
ABIGI|51123058|6766833|ED
ABIGU|47795000|63018889|UA
ABIKA|53124167|13787222|ED
ABILA|10210569|-66872909|SV
ABILA|67541667|170861667|UH
ABILI|43567778|5674722|LF
ABILO|-5296667|109048333|WI
ABILO|34323611|30000000|LG
ABILU|51410000|7954167|ED
ABIMO|46821445|23835639|LR
ABINA|64368056|-171763333|UH
ABINO|55968334|9994445|EK
ABIOM|54206111|-4598056|EG
ABIPA|61170278|62730000|US
ABIPO|6129197|-6290631|DI
ABIRA|42797978|141964289|RJ
ABIRA|50391945|62415278|UA
ABIRI|46762503|14967572|LO
ABIRO|35804722|-6289722|GM
ABISO|46262500|14352222|LJ
ABISU|46605556|23164167|LR
ABITI|56143611|69652222|UN
ABITO|51010556|10763056|ED
ABITU|48333333|18324722|LZ
ABIXI|46531750|-2332000|LF
ABIXO|42186250|3108278|LE
ABJR|23100833|89213889|VG
ABKAN|34449028|-2234872|GM
ABKAR|19086389|40270000|OE
ABKAT|54148056|-1979722|EG
ABKBV|69549997|18658536|EN
ABKEV|42584167|32048333|LT
ABKGV|-23526050|22888245|FB
ABKIS|50629695|13057186|ED
ABKIY|44772397|-73053525|K6
ABKL|-17738333|122735000|YB
ABKMA|37095947|140421667|RJ
ABKOM|54293333|29544722|UM
ABKON|39872222|10806667|LI
ABKOR|54863889|48134722|UW
ABKOX|-15318061|28207389|FL
ABKUT|48983334|8250000|ED
ABL10|4668256|-74879914|SK
ABL22|4693481|-74415067|SK
ABL34|4642814|-74217697|SK
ABLAD|66656389|25905278|EF
ABLAG|40358333|70465000|UT
ABLAK|43501389|5438333|LF
ABLAN|47313611|-1423611|LF
ABLAR|63083611|46892778|UU
ABLAS|55702222|105043611|UI
ABLAT|45390433|13626150|LJ
ABLEG|40722778|-8431111|LP
ABLEM|40865656|28464506|LT
ABLER|56402222|77514167|UN
ABLEV|54983334|8866667|EK
ABLEX|44460000|11497500|LI
ABLIB|51433203|9157986|ED
ABLIJ|44898617|-99714183|K3
ABLIK|68220556|34299167|UL
ABLIN|52782778|-4992500|EG
ABLIR|62090000|166085833|UH
ABLIS|44064944|1481806|LF
ABLOD|31239444|2481667|DA
ABLOG|47805556|40376111|UR
ABLOK|-12717900|143440108|YB
ABLOM|48067567|17087703|LZ
ABLON|38169444|23735556|LG
ABLOP|68148889|24755000|EF
ABLOR|61679445|61016944|US
ABLOX|51380789|14520047|ED
ABLUN|54850764|5895086|EH
ABLUR|57933611|56705000|US
ABLUS|56641667|2938334|EN
ABM27|24954750|55437595|OM
ABMAL|53442070|10911981|ED
ABMAN|57666945|85068056|UN
ABMAP|54122222|-4393889|EG
ABMAR|59419042|5059872|EN
ABMAS|55596945|37851389|UU
ABMAX|61723611|28688056|EF
ABMDK|51601847|46126703|UW
ABMDY|22797528|95971389|VY
ABMEL|55185000|84552778|UN
ABMEN|56409167|105661111|UI
ABMER|58488333|30062500|UL
ABMET|53950000|50495000|UW
ABMIK|45937778|74601111|UA
ABMIN|43385278|39993611|UR
ABMIR|65305556|135831667|UE
ABMLM|47893495|171408|LF
ABMNU|41587072|60755383|UT
ABMOH|51636450|46031278|UW
ABMOL|55149444|165656667|UH
ABMON|50409722|115907222|UI
ABMOS|57868056|112265833|UI
ABMOW|-2832750|104697111|WI
ABMRG|41662853|60671470|UT
ABMSA|51623883|46079936|UW
ABMUS|64302095|27902997|EF
ABMWW|-2848556|104737778|WI
ABMZU|40415125|71662836|UT
ABNAR|38260000|69146667|UT
ABNEE|45552364|-74189325|CY
ABNEK|44883056|25415278|LR
ABNIR|55841111|46951945|UW
ABNOK|67045833|62534722|UU
ABNOV|62000781|6003553|EN
ABNUR|50171389|1858611|LF
ABOBO|48509611|2191528|LF
ABOC|-29930167|-51384500|SB
ABODA|35413889|-7833334|GM
ABODE|-13764167|-38855000|SB
ABODI|60610278|57469722|US
ABODO|50000000|38233333|UK
ABODU|51511389|6462500|ED
ABOKA|55994445|40111667|UU
ABOKO|68526945|167586667|UH
ABOKR|-14590000|29428333|FL
ABOLA|47982222|38416111|UK
ABOLI|55887222|111381945|UI
ABOLO|47000306|27332972|LR
ABOM|36779820|117214997|ZS
ABOMA|53483611|145918334|UH
ABONA|46192500|75315833|UA
ABONY|47270833|19979167|LH
ABORA|44552203|26340822|LR
ABORI|49741945|136677778|UH
ABORO|48524139|2415083|LF
ABORU|52025278|55903889|UW
ABOSI|39779250|-1284583|LE
ABOSO|66700556|64273056|US
ABOTI|48449528|-1903834|LF
ABOTO|49428889|83089167|UA
ABOWE|36055825|-80153772|K7
ABOXO|13901875|19326597|FT
ABRAG|49062333|20474139|LZ
ABRAK|65379403|11805381|EN
ABRAM|34333333|12637778|LM
ABRAN|43617222|33122222|UK
ABRAQ|40348136|-86107803|K5
ABRAS|51725278|77181389|UA
ABRAT|39821667|-7654167|LP
ABRAX|49697703|15894884|LK
ABREG|46306945|9551389|LI
ABREK|40701583|46379528|UB
ABREN|63243889|84639167|UN
ABREP|54593889|128271111|UH
ABRET|45474972|5500861|LF
ABRG|-2928261|29299467|HB
ABRIG|43586111|40044444|UR
ABRIL|40396111|-8580278|LP
ABRIN|59220278|150173611|UH
ABRIS|47160000|30667500|UK
ABRIX|43646306|-1962611|LE
ABROD|40698889|49506945|UB
ABROG|55667500|82478889|UN
ABROK|51593056|29031667|UK
ABROL|40208889|50851667|UB
ABROM|50491917|2490361|LF
ABRON|42614167|8147778|LF
ABROR|6668333|135231667|P
ABROX|45028333|11732500|LI
ABRT|61571111|-89099722|CY
ABRUD|62214567|5839989|EN
ABRUK|47383131|15006631|LO
ABRUL|49222778|-3555611|LF
ABRUS|36861111|12165000|LI
ABRUT|44450256|25183167|LR
ABSAK|58311945|27036111|EE
ABSAL|-21921667|-43357000|SB
ABSE|63883334|-21117778|BI
ABSEL|51926722|20525500|EP
ABSEM|45483889|9398056|LI
ABSEN|63984886|-22404589|BI
ABSER|59897222|22996667|EF
ABSIE|46583333|-458333|LF
ABSIS|49542000|1545195|LF
ABSIT|48420306|18894500|LZ
ABSIX|49929445|7330278|ED
ABSO|-6241667|12055833|FN
ABSON|49630556|23756111|UK
ABSOR|52452222|96099722|UN
ABSOV|69223356|16257322|EN
ABSTE|48214617|16250233|LO
ABSUL|51385000|9069722|ED
ABSUN|54292222|-6255000|EG
ABSUR|54133333|46648333|UW
ABTAL|48854634|10107061|ED
ABTAM|67534497|14066483|EN
ABTAN|47113611|14495556|LO
ABTBD|34123667|73103861|OP
ABTED|39870000|69293333|UT
ABTEK|41810833|49305556|UB
ABTER|46253056|25841667|LR
ABTES|51666945|41524722|UU
ABTIK|68118931|14367414|EN
ABTIM|44625000|10615556|LI
ABTIN|52424856|586581|EG
ABTIR|32848889|-12801667|GM
ABTOD|-32995000|135133333|YM
ABTOK|6305000|102295556|VT
ABTOL|-40586689|175657203|NZ
ABTOM|3175833|101276667|WM
ABTON|46020556|46771389|UR
ABTOX|17695575|83478836|VO
ABTUB|36000000|117368333|ZS
ABTUR|55117778|30003056|UM
ABUBA|59908611|10718333|EN
ABUBU|69102861|18228447|EN
ABUCU|-4586167|-39134667|SB
ABUCU|69562739|-163833567|PA
ABUDA|50116389|1757500|LF
ABUDO|48996528|14240089|LK
ABUGA|49675000|36830000|UK
ABUGI|-2733653|25819900|FZ
ABUI|-29066833|-50734333|SB
ABUKA|49465278|8679167|ED
ABUKI|37533611|15559167|LI
ABULA|49986111|68395278|UA
ABULI|48484167|20486667|LH
ABULO|45574167|6995000|LF
ABUMA|64639167|101195000|UN
ABUMI|65950834|111517222|UE
ABUMO|50141667|8923334|ED
ABUNI|43968920|39649103|UR
ABUNO|62000000|11940256|EN
ABUOY|-36726589|174866000|NZ
ABUPI|41751111|-7236111|LP
ABURA|47562500|66720000|UA
ABURI|58078889|52138056|US
ABURO|47222778|7861111|LS
ABUSA|51965556|101690000|UI
ABUSE|-18257667|-51469333|SB
ABUSI|48391100|10779047|ED
ABUSO|45850556|1748611|LF
ABUSU|32867011|-16635542|LP
ABUTA|61366667|69753333|US
ABUTO|52988056|33873056|UU
ABVAL|39736667|64545000|UT
ABVAM|48258889|33573333|UK
ABVAN|53978334|-4047222|EG
ABVAR|19414106|120628464|RP
ABVAX|47460000|120590000|ZY
ABVBU|5033333|111866667|WS
ABVCL|-15606083|34922409|FW
ABVER|35711667|120556667|ZS
ABVEX|40894167|40657778|LT
ABVIL|29641667|119315000|ZS
ABVIT|59240000|6988334|EN
ABVIZ|43229183|-89263275|K5
ABVKG|3283333|109150000|WS
ABVLB|6650000|114450000|WB
ABVMF|-12933334|31666667|FL
ABVOM|-29343820|168175836|YB
ABVON|1341161|103974175|WS
ABVUB|-8650411|160668664|AG
ABVUV|-12516667|129433333|YB
ABYCS|62138889|-87964445|CY
ABYEK|60145833|-91705000|CY
ABYI|-3588611|30221667|HB
ABYKQ|51488611|-77725278|CY
AC041|51082106|12637572|ED
AC042|51150172|12605564|ED
AC043|51264703|12013778|ED
AC044|51110300|12674600|ED
AC045|51108536|12517228|ED
AC047|17035447|-99339545|MM
AC078|16824320|-98888003|MM
AC102|16490845|-98931000|MM
AC132|16119975|-99193525|MM
AC221|50903103|12403903|ED
AC222|50900131|12312570|ED
AC223|51046992|12077831|ED
AC224|50965828|12341070|ED
AC225|50885514|12381078|ED
AC291|17140492|-100527442|MM
AC314|17404953|-100306283|MM
AC35A|17212328|-100136292|MM
AC39A|17328056|-99423361|MM
AC420|50843325|12156539|ED
AC429|51214642|12639972|ED
AC430|50790653|12258353|ED
AC439|51161542|12742053|ED
AC508|51014444|2104944|LF
AC510|50931556|1867500|LF
ACA36|17341995|-99601031|MM
ACA40|17343731|-99416220|MM
ACABE|36293728|-82324120|K7
ACACE|44632036|-96042003|K3
ACACO|41900122|-111841645|K2
ACADN|44666667|-64000000|CY
ACADO|32667631|-97606081|K4
ACAFO|42750970|-75512481|K6
ACAGI|40432278|-106842734|K2
ACAGO|39621206|-111869661|K2
ACAGU|36816206|-103195264|K2
ACAKA|37604261|-122334581|K2
ACAKO|47247903|-104959972|K1
ACALE|35608761|-90113333|K4
ACANO|46255314|-84630142|K5
ACANY|40671161|-98744292|K3
ACAPE|46001317|-110706745|K1
ACAPO|41442689|-81805795|K5
ACAPU|30735886|-81664967|K7
ACARA|33949428|-96393075|K4
ACARI|1957156|-56489047|SB
ACASA|34464478|-87050642|K7
ACASU|37136661|-80235531|K6
